dataset,model,random_seed,auc,brier,brier_scaled,hosmer_lemshow,speigelhalter,reliability_small,reliability_large
mimic3_los_3,CF-Iso,0,0.7198690169586636,0.204682125654326,0.15221409229841654,0.0004321587265349036,0.010196959734603342,0.0007982544743088821,1.8926055855809637e-05
mimic3_los_3,CF-Logit,0,0.7216700257515124,0.26044146734326457,-0.07873906961291732,0.0,0.0,0.0565124515396625,0.05209825719704516
mimic3_los_3,RC-Iso,0,0.7200687322289725,0.2051769904248454,0.15016438044730518,0.059181391882177636,0.12517684783251107,0.00041229308218104137,1.9320378442623378e-07
mimic3_los_3,RC-Logit,0,0.7180908809213049,0.20532849172225393,0.14953686759277118,0.00027908217971772675,0.0832531000192294,0.0008268538021105404,0.00016507286864391664
mimic3_los_3,RF-NoCal,0,0.7219923309657224,0.20508125634072552,0.15056090753604878,1.0411271844645853e-10,5.754339552081967e-11,0.0017895372837737587,3.1546873440331555e-05
mimic3_los_3,CF-Iso,1,0.7205799985056467,0.20424484777179938,0.15402528135740523,5.1523239809725396e-05,0.007057829951945562,0.0009374046512072312,1.4570043396404674e-05
mimic3_los_3,CF-Logit,1,0.7206029515164196,0.2689418815769135,-0.11394747569075991,0.0,0.0,0.06478437609193181,0.05628046654732446
mimic3_los_3,RC-Iso,1,0.7169848026189546,0.205817213399392,0.14751260021064683,4.253286934030598e-05,4.7254076357498265e-05,0.0010236465424794752,0.00010401747108162802
mimic3_los_3,RC-Logit,1,0.7200193351026413,0.20466817299470805,0.1522718837062459,0.029513337448720978,0.03993990187923247,0.0004970229873715836,0.00012494723493459536
mimic3_los_3,RF-NoCal,1,0.7231622924728811,0.20482394156045858,0.15162669598169976,1.2488955425382642e-09,2.83250403552202e-11,0.0016085401497510567,4.8282265686372144e-05
mimic3_los_3,CF-Iso,2,0.7211165451962841,0.20407726318864877,0.15471941059555405,0.012611956138950275,0.011671646414599283,0.0005358273816443422,8.875540041717729e-06
mimic3_los_3,CF-Logit,2,0.7197115560945501,0.2752433942460918,-0.14004811159657726,0.0,0.0,0.07072332353757636,0.05892721074716627
mimic3_los_3,RC-Iso,2,0.7203133102021558,0.20582040976583194,0.1474993609772991,1.6199032115693512e-09,0.00018187880840976408,0.001683879407095836,3.5766274909874123e-06
mimic3_los_3,RC-Logit,2,0.7183480991014699,0.20592305597203212,0.14707420413071393,1.3795429827268002e-05,0.01212637027901215,0.0010064654447760819,0.0001847570961656003
mimic3_los_3,RF-NoCal,2,0.7221449765128903,0.2051443586942768,0.15029953988651634,4.810485343398341e-11,2.8869448661594584e-11,0.001792743131176108,4.510538682172956e-05
mimic3_los_3,CF-Iso,3,0.7200170879547335,0.20460424035039967,0.15253669038984596,0.019777413081462192,0.017253037055022777,0.0005058336046225396,1.782913210651762e-05
mimic3_los_3,CF-Logit,3,0.7217708263862355,0.23936489064203625,0.008559343244440298,0.0,0.0,0.0348639508631275,0.016489537863165867
mimic3_los_3,RC-Iso,3,0.7179049294319315,0.2050512559377765,0.1506851681121213,0.019181951254683027,0.015405835176894875,0.000503942217087505,1.2689706236023323e-07
mimic3_los_3,RC-Logit,3,0.7206391466487923,0.20443226307049114,0.1532490140179361,0.02874692157261871,0.4442501747610579,0.0004929310955268499,3.6306154670809486e-09
mimic3_los_3,RF-NoCal,3,0.7218064597316313,0.20509348765150995,0.1505102458923776,4.383141738451002e-09,7.029976806414795e-11,0.0015349534984398859,3.817330430163199e-05
mimic3_los_3,CF-Iso,4,0.7216613983086521,0.20456832702495073,0.15268544207549994,0.002309880738041503,0.019145741989304466,0.0006703936423358443,1.2267092553693176e-05
mimic3_los_3,CF-Logit,4,0.720445089375894,0.2723134101317662,-0.1279122241370645,0.0,0.0,0.06816780674995851,0.06154818734050601
mimic3_los_3,RC-Iso,4,0.7190349238084438,0.20497158921186545,0.15101514478851252,0.005125805480974299,0.13645485676830216,0.0006457584526300429,3.1057562551602385e-05
mimic3_los_3,RC-Logit,4,0.7206129031714399,0.20456574809318653,0.15269612391691434,0.009219598222688474,0.001940265450540522,0.0005738312156529536,0.0001644703101136172
mimic3_los_3,RF-NoCal,4,0.7212025387314,0.20534605439764084,0.14946412363114303,5.002744885018728e-09,1.205376367409891e-10,0.0015403214747038631,3.9417857633290597e-05
mimic3_los_3,CF-Iso,5,0.7211555893911825,0.2042374070317046,0.15405610063180486,0.01520596331323576,0.01017874241836542,0.0005361530320873055,8.47861435713779e-06
mimic3_los_3,CF-Logit,5,0.7211323956145623,0.34180152791504775,-0.41572947647919056,0.0,0.0,0.1382505642481091,0.12424763245892945
mimic3_los_3,RC-Iso,5,0.7205786742934867,0.20485342090501757,0.15150459361049606,0.0041793875487163845,0.24782429730529587,0.0006382675818481481,4.237604926837754e-05
mimic3_los_3,RC-Logit,5,0.7172995638366166,0.20554831898599177,0.14862635107487898,2.0432460636765626e-05,0.27863162814008424,0.0010400179639565503,9.045459589736996e-06
mimic3_los_3,RF-NoCal,5,0.7223487446749617,0.2050801180174445,0.1505656224296087,1.1187550996716311e-08,5.992854173159042e-11,0.0014832382757434142,4.775004049988437e-05
mimic3_los_3,CF-Iso,6,0.7221559313589411,0.2039799362896855,0.15512253506535123,0.01456198963750921,0.0060123958954603875,0.0005161660230805074,6.743694948069167e-06
mimic3_los_3,CF-Logit,6,0.7215607180568527,0.5511975990482811,-1.2830403746210264,0.0,0.0,0.34685036390691815,0.3177609405398306
mimic3_los_3,RC-Iso,6,0.7175945822548027,0.20536667013706594,0.14937873398949464,0.0059743169269684815,0.14910168543599187,0.0006054885144583977,3.6261679881569274e-05
mimic3_los_3,RC-Logit,6,0.7205313638044984,0.20487351095787112,0.15142138134347582,0.0009443112297544687,0.03403983960533231,0.0007185146880372455,1.8677753058004197e-05
mimic3_los_3,RF-NoCal,6,0.7218589466863357,0.2050807122146469,0.15056316128644343,2.6969300126467033e-09,1.887308453217586e-10,0.0015548381074863814,3.8160956011996245e-05
mimic3_los_3,CF-Iso,7,0.7189808317480908,0.20463630618804202,0.15240387485851936,0.004039246806878061,0.023286027245778995,0.0006337032409793562,2.022041750639283e-05
mimic3_los_3,CF-Logit,7,0.7203217370068102,0.2886612506043007,-0.195624383807395,0.0,0.0,0.08459810905053573,0.08049764034870396
mimic3_los_3,RC-Iso,7,0.7184768285744759,0.20505893687230053,0.15065335396114632,0.020540986368940195,0.3856765377495349,0.000539617447685585,1.1209622774762522e-07
mimic3_los_3,RC-Logit,7,0.7195125229941416,0.204519583271238,0.15288733692759804,0.017140178639670323,0.004270109564157622,0.0005114250058513359,3.533572512222254e-05
